Instance ID,Source Image Filename,Vertices,Timestamp,Type
112,GND.png,"[[[1906, 1140], [1905, 1140], [1905, 1139], [1905, 1138], [1904, 1138], [1904, 1137], [1903, 1137], [1902, 1137], [1902, 1137], [1901, 1137], [1900, 1137], [1900, 1137], [1899, 1138], [1899, 1138], [1898, 1139], [1898, 1140], [1898, 1140], [1898, 1141], [1898, 1142], [1899, 1142], [1899, 1143], [1900, 1144], [1900, 1144], [1901, 1144], [1902, 1144], [1902, 1144], [1903, 1144], [1904, 1144], [1904, 1143], [1905, 1142], [1905, 1142], [1905, 1141], [1906, 1140]]]",04/16/2026 15:55,via
113,GND.png,"[[[1947, 1547], [1947, 1546], [1947, 1545], [1947, 1545], [1946, 1544], [1946, 1544], [1945, 1543], [1944, 1543], [1944, 1543], [1943, 1543], [1942, 1543], [1941, 1544], [1941, 1544], [1940, 1545], [1940, 1545], [1940, 1546], [1940, 1547], [1940, 1547], [1940, 1548], [1940, 1549], [1941, 1549], [1941, 1550], [1942, 1550], [1943, 1550], [1944, 1551], [1944, 1550], [1945, 1550], [1946, 1550], [1946, 1549], [1947, 1549], [1947, 1548], [1947, 1547], [1947, 1547]]]",04/16/2026 15:55,via
114,GND.png,"[[[1957, 982], [1957, 981], [1957, 980], [1957, 980], [1956, 979], [1955, 979], [1955, 978], [1954, 978], [1953, 978], [1953, 978], [1952, 978], [1951, 979], [1951, 979], [1950, 980], [1950, 980], [1950, 981], [1949, 982], [1950, 983], [1950, 983], [1950, 984], [1951, 985], [1951, 985], [1952, 985], [1953, 986], [1953, 986], [1954, 986], [1955, 985], [1955, 985], [1956, 985], [1957, 984], [1957, 983], [1957, 983], [1957, 982]]]",04/16/2026 15:55,via
115,GND.png,"[[[2004, 1546], [2004, 1545], [2004, 1545], [2003, 1544], [2003, 1543], [2002, 1543], [2002, 1543], [2001, 1542], [2000, 1542], [1999, 1542], [1999, 1543], [1998, 1543], [1997, 1543], [1997, 1544], [1997, 1545], [1996, 1545], [1996, 1546], [1996, 1547], [1997, 1548], [1997, 1548], [1997, 1549], [1998, 1549], [1999, 1550], [1999, 1550], [2000, 1550], [2001, 1550], [2002, 1550], [2002, 1549], [2003, 1549], [2003, 1548], [2004, 1548], [2004, 1547], [2004, 1546]]]",04/16/2026 15:55,via
116,GND.png,"[[[2013, 1272], [2013, 1271], [2012, 1270], [2011, 1268], [2011, 1267], [2009, 1266], [2008, 1265], [2007, 1265], [2005, 1265], [2004, 1265], [2002, 1265], [2001, 1266], [2000, 1267], [1999, 1268], [1998, 1270], [1998, 1271], [1997, 1272], [1998, 1274], [1998, 1275], [1999, 1277], [2000, 1278], [2001, 1279], [2002, 1280], [2004, 1280], [2005, 1280], [2007, 1280], [2008, 1280], [2009, 1279], [2011, 1278], [2011, 1277], [2012, 1275], [2013, 1274], [2013, 1272]]]",04/16/2026 15:55,via
117,GND.png,"[[[2099, 1548], [2099, 1547], [2099, 1547], [2098, 1546], [2098, 1545], [2097, 1545], [2097, 1544], [2096, 1544], [2095, 1544], [2094, 1544], [2094, 1544], [2093, 1545], [2092, 1545], [2092, 1546], [2092, 1547], [2091, 1547], [2091, 1548], [2091, 1549], [2092, 1549], [2092, 1550], [2092, 1551], [2093, 1551], [2094, 1552], [2094, 1552], [2095, 1552], [2096, 1552], [2097, 1552], [2097, 1551], [2098, 1551], [2098, 1550], [2099, 1549], [2099, 1549], [2099, 1548]]]",04/16/2026 15:55,via
118,GND.png,"[[[1504, 1961], [1504, 1960], [1504, 1960], [1504, 1959], [1503, 1959], [1503, 1958], [1502, 1958], [1502, 1958], [1501, 1958], [1501, 1958], [1500, 1958], [1500, 1958], [1500, 1959], [1499, 1959], [1499, 1960], [1499, 1960], [1499, 1961], [1499, 1961], [1499, 1962], [1499, 1962], [1500, 1962], [1500, 1963], [1500, 1963], [1501, 1963], [1501, 1963], [1502, 1963], [1502, 1963], [1503, 1963], [1503, 1962], [1504, 1962], [1504, 1962], [1504, 1961], [1504, 1961]]]",04/16/2026 15:55,via
119,GND.png,"[[[1738, 1936], [1738, 1935], [1738, 1935], [1738, 1935], [1737, 1934], [1737, 1934], [1736, 1934], [1736, 1933], [1735, 1933], [1735, 1933], [1735, 1934], [1734, 1934], [1734, 1934], [1733, 1935], [1733, 1935], [1733, 1935], [1733, 1936], [1733, 1936], [1733, 1937], [1733, 1937], [1734, 1938], [1734, 1938], [1735, 1938], [1735, 1938], [1735, 1939], [1736, 1938], [1736, 1938], [1737, 1938], [1737, 1938], [1738, 1937], [1738, 1937], [1738, 1936], [1738, 1936]]]",04/16/2026 15:55,via
120,GND.png,"[[[880, 1223], [880, 1222], [879, 1221], [879, 1221], [879, 1220], [878, 1220], [877, 1219], [877, 1219], [876, 1219], [875, 1219], [874, 1219], [874, 1220], [873, 1220], [873, 1221], [872, 1221], [872, 1222], [872, 1223], [872, 1224], [872, 1224], [873, 1225], [873, 1226], [874, 1226], [874, 1226], [875, 1227], [876, 1227], [877, 1227], [877, 1226], [878, 1226], [879, 1226], [879, 1225], [879, 1224], [880, 1224], [880, 1223]]]",04/16/2026 15:55,via
121,GND.png,"[[[488, 600], [488, 600], [487, 599], [487, 598], [487, 598], [486, 597], [485, 597], [485, 597], [484, 596], [483, 597], [482, 597], [482, 597], [481, 598], [480, 598], [480, 599], [480, 600], [480, 600], [480, 601], [480, 602], [480, 603], [481, 603], [482, 604], [482, 604], [483, 604], [484, 604], [485, 604], [485, 604], [486, 604], [487, 603], [487, 603], [487, 602], [488, 601], [488, 600]]]",04/16/2026 15:55,via
122,GND.png,"[[[1216, 1104], [1216, 1103], [1216, 1102], [1216, 1102], [1215, 1101], [1215, 1101], [1214, 1100], [1213, 1100], [1212, 1100], [1212, 1100], [1211, 1100], [1210, 1101], [1210, 1101], [1209, 1102], [1209, 1102], [1209, 1103], [1209, 1104], [1209, 1104], [1209, 1105], [1209, 1106], [1210, 1106], [1210, 1107], [1211, 1107], [1212, 1107], [1212, 1108], [1213, 1107], [1214, 1107], [1215, 1107], [1215, 1106], [1216, 1106], [1216, 1105], [1216, 1104], [1216, 1104]]]",04/16/2026 15:55,via
123,GND.png,"[[[2087, 539], [2087, 538], [2086, 537], [2086, 537], [2086, 536], [2085, 536], [2084, 535], [2083, 535], [2083, 535], [2082, 535], [2081, 535], [2081, 536], [2080, 536], [2079, 537], [2079, 537], [2079, 538], [2079, 539], [2079, 540], [2079, 540], [2079, 541], [2080, 542], [2081, 542], [2081, 543], [2082, 543], [2083, 543], [2083, 543], [2084, 543], [2085, 542], [2086, 542], [2086, 541], [2086, 540], [2087, 540], [2087, 539]]]",04/16/2026 15:55,via
124,GND.png,"[[[2362, 225], [2362, 224], [2362, 223], [2362, 223], [2361, 222], [2361, 221], [2360, 221], [2359, 221], [2358, 221], [2358, 221], [2357, 221], [2356, 221], [2356, 222], [2355, 223], [2355, 223], [2355, 224], [2354, 225], [2355, 226], [2355, 226], [2355, 227], [2356, 228], [2356, 228], [2357, 228], [2358, 229], [2358, 229], [2359, 229], [2360, 228], [2361, 228], [2361, 228], [2362, 227], [2362, 226], [2362, 226], [2362, 225]]]",04/16/2026 15:55,via
125,GND.png,"[[[1407, 1372], [1407, 1371], [1407, 1370], [1406, 1370], [1406, 1369], [1405, 1369], [1405, 1368], [1404, 1368], [1403, 1368], [1402, 1368], [1402, 1368], [1401, 1369], [1401, 1369], [1400, 1370], [1400, 1370], [1399, 1371], [1399, 1372], [1399, 1373], [1400, 1373], [1400, 1374], [1401, 1375], [1401, 1375], [1402, 1375], [1402, 1376], [1403, 1376], [1404, 1376], [1405, 1375], [1405, 1375], [1406, 1375], [1406, 1374], [1407, 1373], [1407, 1373], [1407, 1372]]]",04/16/2026 15:55,via
126,GND.png,"[[[705, 1047], [705, 1046], [705, 1045], [705, 1045], [704, 1044], [704, 1044], [703, 1043], [702, 1043], [702, 1043], [701, 1043], [700, 1043], [699, 1044], [699, 1044], [698, 1045], [698, 1045], [698, 1046], [698, 1047], [698, 1047], [698, 1048], [698, 1049], [699, 1049], [699, 1050], [700, 1050], [701, 1050], [702, 1051], [702, 1050], [703, 1050], [704, 1050], [704, 1049], [705, 1049], [705, 1048], [705, 1047], [705, 1047]]]",04/16/2026 15:55,via
127,GND.png,"[[[619, 1047], [619, 1047], [619, 1046], [618, 1045], [618, 1045], [617, 1044], [617, 1044], [616, 1044], [615, 1044], [614, 1044], [614, 1044], [613, 1044], [612, 1045], [612, 1045], [612, 1046], [611, 1047], [611, 1047], [611, 1048], [612, 1049], [612, 1049], [612, 1050], [613, 1051], [614, 1051], [614, 1051], [615, 1051], [616, 1051], [617, 1051], [617, 1051], [618, 1050], [618, 1049], [619, 1049], [619, 1048], [619, 1047]]]",04/16/2026 15:55,via
128,GND.png,"[[[2043, 538], [2043, 537], [2042, 536], [2042, 536], [2042, 535], [2041, 535], [2040, 534], [2040, 534], [2039, 534], [2038, 534], [2037, 534], [2037, 535], [2036, 535], [2035, 536], [2035, 536], [2035, 537], [2035, 538], [2035, 539], [2035, 539], [2035, 540], [2036, 541], [2037, 541], [2037, 542], [2038, 542], [2039, 542], [2040, 542], [2040, 542], [2041, 541], [2042, 541], [2042, 540], [2042, 539], [2043, 539], [2043, 538]]]",04/16/2026 15:55,via
129,GND.png,"[[[1538, 855], [1538, 855], [1537, 854], [1537, 853], [1537, 853], [1536, 852], [1535, 852], [1535, 852], [1534, 852], [1533, 852], [1532, 852], [1532, 852], [1531, 853], [1531, 853], [1530, 854], [1530, 855], [1530, 855], [1530, 856], [1530, 857], [1531, 858], [1531, 858], [1532, 859], [1532, 859], [1533, 859], [1534, 859], [1535, 859], [1535, 859], [1536, 859], [1537, 858], [1537, 858], [1537, 857], [1538, 856], [1538, 855]]]",04/16/2026 15:55,via
130,GND.png,"[[[1732, 1328], [1731, 1328], [1731, 1327], [1731, 1326], [1730, 1326], [1730, 1325], [1729, 1325], [1728, 1325], [1728, 1325], [1727, 1325], [1726, 1325], [1726, 1325], [1725, 1326], [1724, 1326], [1724, 1327], [1724, 1328], [1724, 1328], [1724, 1329], [1724, 1330], [1724, 1331], [1725, 1331], [1726, 1332], [1726, 1332], [1727, 1332], [1728, 1332], [1728, 1332], [1729, 1332], [1730, 1332], [1730, 1331], [1731, 1331], [1731, 1330], [1731, 1329], [1732, 1328]]]",04/16/2026 15:55,via
131,GND.png,"[[[1784, 1123], [1784, 1122], [1784, 1122], [1784, 1121], [1783, 1120], [1782, 1120], [1782, 1120], [1781, 1119], [1780, 1119], [1780, 1119], [1779, 1120], [1778, 1120], [1778, 1120], [1777, 1121], [1777, 1122], [1777, 1122], [1777, 1123], [1777, 1124], [1777, 1125], [1777, 1125], [1778, 1126], [1778, 1126], [1779, 1127], [1780, 1127], [1780, 1127], [1781, 1127], [1782, 1127], [1782, 1126], [1783, 1126], [1784, 1125], [1784, 1125], [1784, 1124], [1784, 1123]]]",04/16/2026 15:55,via
132,GND.png,"[[[1207, 1388], [1207, 1387], [1207, 1387], [1206, 1386], [1206, 1385], [1205, 1385], [1204, 1384], [1204, 1384], [1203, 1384], [1202, 1384], [1201, 1384], [1201, 1385], [1200, 1385], [1200, 1386], [1199, 1387], [1199, 1387], [1199, 1388], [1199, 1389], [1199, 1390], [1200, 1390], [1200, 1391], [1201, 1391], [1201, 1392], [1202, 1392], [1203, 1392], [1204, 1392], [1204, 1392], [1205, 1391], [1206, 1391], [1206, 1390], [1207, 1390], [1207, 1389], [1207, 1388]]]",04/16/2026 15:55,via
133,GND.png,"[[[1352, 979], [1352, 979], [1352, 978], [1352, 977], [1351, 977], [1351, 976], [1350, 976], [1349, 976], [1349, 976], [1348, 976], [1347, 976], [1346, 976], [1346, 977], [1345, 977], [1345, 978], [1345, 979], [1345, 979], [1345, 980], [1345, 981], [1345, 981], [1346, 982], [1346, 983], [1347, 983], [1348, 983], [1349, 983], [1349, 983], [1350, 983], [1351, 983], [1351, 982], [1352, 981], [1352, 981], [1352, 980], [1352, 979]]]",04/16/2026 15:55,via
134,GND.png,"[[[1572, 1578], [1572, 1577], [1572, 1577], [1571, 1576], [1571, 1575], [1570, 1575], [1570, 1575], [1569, 1574], [1568, 1574], [1567, 1574], [1567, 1575], [1566, 1575], [1565, 1575], [1565, 1576], [1564, 1577], [1564, 1577], [1564, 1578], [1564, 1579], [1564, 1580], [1565, 1580], [1565, 1581], [1566, 1581], [1567, 1582], [1567, 1582], [1568, 1582], [1569, 1582], [1570, 1582], [1570, 1581], [1571, 1581], [1571, 1580], [1572, 1580], [1572, 1579], [1572, 1578]]]",04/16/2026 15:55,via
135,GND.png,"[[[2108, 244], [2108, 243], [2108, 242], [2107, 241], [2107, 241], [2106, 240], [2106, 240], [2105, 240], [2104, 240], [2103, 240], [2103, 240], [2102, 240], [2101, 241], [2101, 241], [2101, 242], [2100, 243], [2100, 244], [2100, 244], [2101, 245], [2101, 246], [2101, 246], [2102, 247], [2103, 247], [2103, 247], [2104, 247], [2105, 247], [2106, 247], [2106, 247], [2107, 246], [2107, 246], [2108, 245], [2108, 244], [2108, 244]]]",04/16/2026 15:55,via
136,GND.png,"[[[2044, 231], [2044, 230], [2043, 229], [2043, 228], [2043, 228], [2042, 227], [2041, 227], [2041, 227], [2040, 227], [2039, 227], [2038, 227], [2038, 227], [2037, 228], [2037, 228], [2036, 229], [2036, 230], [2036, 231], [2036, 231], [2036, 232], [2037, 233], [2037, 233], [2038, 234], [2038, 234], [2039, 234], [2040, 235], [2041, 234], [2041, 234], [2042, 234], [2043, 233], [2043, 233], [2043, 232], [2044, 231], [2044, 231]]]",04/16/2026 15:55,via
137,GND.png,"[[[1928, 423], [1928, 422], [1928, 422], [1927, 422], [1927, 421], [1927, 421], [1926, 421], [1926, 420], [1925, 420], [1925, 420], [1924, 421], [1924, 421], [1924, 421], [1923, 422], [1923, 422], [1923, 422], [1923, 423], [1923, 423], [1923, 424], [1923, 424], [1924, 425], [1924, 425], [1924, 425], [1925, 425], [1925, 426], [1926, 425], [1926, 425], [1927, 425], [1927, 425], [1927, 424], [1928, 424], [1928, 423], [1928, 423]]]",04/16/2026 15:55,via
138,GND.png,"[[[1881, 396], [1880, 396], [1880, 395], [1880, 394], [1879, 394], [1879, 393], [1878, 393], [1877, 393], [1877, 392], [1876, 393], [1875, 393], [1874, 393], [1874, 394], [1873, 394], [1873, 395], [1873, 396], [1873, 396], [1873, 397], [1873, 398], [1873, 399], [1874, 399], [1874, 400], [1875, 400], [1876, 400], [1877, 400], [1877, 400], [1878, 400], [1879, 400], [1879, 399], [1880, 399], [1880, 398], [1880, 397], [1881, 396]]]",04/16/2026 15:55,via
139,GND.png,"[[[1813, 1838], [1813, 1837], [1813, 1837], [1812, 1836], [1812, 1836], [1812, 1835], [1811, 1835], [1811, 1835], [1810, 1835], [1810, 1835], [1809, 1835], [1809, 1835], [1808, 1836], [1808, 1836], [1808, 1837], [1808, 1837], [1808, 1838], [1808, 1838], [1808, 1839], [1808, 1839], [1808, 1839], [1809, 1840], [1809, 1840], [1810, 1840], [1810, 1840], [1811, 1840], [1811, 1840], [1812, 1840], [1812, 1839], [1812, 1839], [1813, 1839], [1813, 1838], [1813, 1838]]]",04/16/2026 15:55,via
140,GND.png,"[[[1468, 1836], [1468, 1836], [1468, 1835], [1468, 1835], [1467, 1834], [1467, 1834], [1467, 1834], [1466, 1834], [1466, 1834], [1465, 1834], [1465, 1834], [1464, 1834], [1464, 1834], [1464, 1835], [1463, 1835], [1463, 1836], [1463, 1836], [1463, 1837], [1463, 1837], [1464, 1838], [1464, 1838], [1464, 1838], [1465, 1839], [1465, 1839], [1466, 1839], [1466, 1839], [1467, 1839], [1467, 1838], [1467, 1838], [1468, 1838], [1468, 1837], [1468, 1837], [1468, 1836]]]",04/16/2026 15:55,via
141,GND.png,"[[[1486, 880], [1486, 880], [1486, 879], [1486, 879], [1486, 878], [1485, 878], [1485, 878], [1484, 878], [1484, 878], [1483, 878], [1483, 878], [1482, 878], [1482, 878], [1482, 879], [1481, 879], [1481, 880], [1481, 880], [1481, 881], [1481, 881], [1482, 882], [1482, 882], [1482, 882], [1483, 883], [1483, 883], [1484, 883], [1484, 883], [1485, 883], [1485, 882], [1486, 882], [1486, 882], [1486, 881], [1486, 881], [1486, 880]]]",04/16/2026 15:55,via
142,GND.png,"[[[1879, 563], [1879, 562], [1879, 562], [1879, 561], [1878, 561], [1878, 561], [1878, 561], [1877, 560], [1877, 560], [1876, 560], [1876, 561], [1875, 561], [1875, 561], [1874, 561], [1874, 562], [1874, 562], [1874, 563], [1874, 563], [1874, 564], [1874, 564], [1875, 565], [1875, 565], [1876, 565], [1876, 565], [1877, 565], [1877, 565], [1878, 565], [1878, 565], [1878, 565], [1879, 564], [1879, 564], [1879, 563], [1879, 563]]]",04/16/2026 15:55,via
143,GND.png,"[[[1673, 1445], [1673, 1444], [1673, 1444], [1672, 1443], [1672, 1442], [1671, 1442], [1671, 1441], [1670, 1441], [1669, 1441], [1668, 1441], [1668, 1441], [1667, 1442], [1666, 1442], [1666, 1443], [1666, 1444], [1665, 1444], [1665, 1445], [1665, 1446], [1666, 1446], [1666, 1447], [1666, 1448], [1667, 1448], [1668, 1449], [1668, 1449], [1669, 1449], [1670, 1449], [1671, 1449], [1671, 1448], [1672, 1448], [1672, 1447], [1673, 1446], [1673, 1446], [1673, 1445]]]",04/16/2026 15:55,via
144,GND.png,"[[[1614, 1444], [1614, 1444], [1614, 1443], [1614, 1442], [1613, 1442], [1613, 1441], [1612, 1441], [1611, 1441], [1611, 1441], [1610, 1441], [1609, 1441], [1609, 1441], [1608, 1442], [1607, 1442], [1607, 1443], [1607, 1444], [1607, 1444], [1607, 1445], [1607, 1446], [1607, 1447], [1608, 1447], [1609, 1448], [1609, 1448], [1610, 1448], [1611, 1448], [1611, 1448], [1612, 1448], [1613, 1448], [1613, 1447], [1614, 1447], [1614, 1446], [1614, 1445], [1614, 1444]]]",04/16/2026 15:55,via
145,GND.png,"[[[1618, 1699], [1618, 1698], [1617, 1697], [1617, 1697], [1616, 1696], [1616, 1696], [1615, 1695], [1614, 1695], [1614, 1695], [1613, 1695], [1612, 1695], [1612, 1696], [1611, 1696], [1611, 1697], [1610, 1697], [1610, 1698], [1610, 1699], [1610, 1700], [1610, 1700], [1611, 1701], [1611, 1701], [1612, 1702], [1612, 1702], [1613, 1703], [1614, 1703], [1614, 1703], [1615, 1702], [1616, 1702], [1616, 1701], [1617, 1701], [1617, 1700], [1618, 1700], [1618, 1699]]]",04/16/2026 15:55,via
146,GND.png,"[[[1450, 1659], [1450, 1659], [1450, 1658], [1449, 1657], [1449, 1657], [1448, 1656], [1448, 1656], [1447, 1656], [1446, 1656], [1445, 1656], [1445, 1656], [1444, 1656], [1443, 1657], [1443, 1657], [1443, 1658], [1442, 1659], [1442, 1659], [1442, 1660], [1443, 1661], [1443, 1662], [1443, 1662], [1444, 1663], [1445, 1663], [1445, 1663], [1446, 1663], [1447, 1663], [1448, 1663], [1448, 1663], [1449, 1662], [1449, 1662], [1450, 1661], [1450, 1660], [1450, 1659]]]",04/16/2026 15:55,via
147,GND.png,"[[[1534, 1578], [1533, 1577], [1533, 1577], [1533, 1576], [1532, 1575], [1532, 1575], [1531, 1575], [1530, 1574], [1530, 1574], [1529, 1574], [1528, 1575], [1528, 1575], [1527, 1575], [1526, 1576], [1526, 1577], [1526, 1577], [1526, 1578], [1526, 1579], [1526, 1580], [1526, 1580], [1527, 1581], [1528, 1581], [1528, 1582], [1529, 1582], [1530, 1582], [1530, 1582], [1531, 1582], [1532, 1581], [1532, 1581], [1533, 1580], [1533, 1580], [1533, 1579], [1534, 1578]]]",04/16/2026 15:55,via
148,GND.png,"[[[938, 1968], [938, 1967], [938, 1967], [938, 1966], [937, 1966], [937, 1965], [936, 1965], [935, 1964], [934, 1964], [934, 1964], [933, 1965], [932, 1965], [932, 1966], [931, 1966], [931, 1967], [931, 1967], [931, 1968], [931, 1969], [931, 1970], [931, 1970], [932, 1971], [932, 1971], [933, 1972], [934, 1972], [934, 1972], [935, 1972], [936, 1972], [937, 1971], [937, 1971], [938, 1970], [938, 1970], [938, 1969], [938, 1968]]]",04/16/2026 15:55,via
149,GND.png,"[[[1068, 1848], [1068, 1847], [1067, 1846], [1067, 1846], [1067, 1845], [1066, 1845], [1065, 1844], [1065, 1844], [1064, 1844], [1063, 1844], [1062, 1844], [1062, 1845], [1061, 1845], [1061, 1846], [1060, 1846], [1060, 1847], [1060, 1848], [1060, 1849], [1060, 1849], [1061, 1850], [1061, 1851], [1062, 1851], [1062, 1851], [1063, 1852], [1064, 1852], [1065, 1852], [1065, 1851], [1066, 1851], [1067, 1851], [1067, 1850], [1067, 1849], [1068, 1849], [1068, 1848]]]",04/16/2026 15:55,via
150,GND.png,"[[[841, 1224], [841, 1223], [841, 1222], [841, 1221], [840, 1221], [840, 1220], [839, 1220], [838, 1220], [837, 1220], [837, 1220], [836, 1220], [835, 1220], [835, 1221], [834, 1221], [834, 1222], [833, 1223], [833, 1224], [833, 1224], [834, 1225], [834, 1226], [835, 1226], [835, 1227], [836, 1227], [837, 1227], [837, 1227], [838, 1227], [839, 1227], [840, 1227], [840, 1226], [841, 1226], [841, 1225], [841, 1224], [841, 1224]]]",04/16/2026 15:55,via
151,GND.png,"[[[1204, 1296], [1204, 1295], [1204, 1295], [1204, 1294], [1203, 1293], [1203, 1293], [1202, 1292], [1201, 1292], [1200, 1292], [1200, 1292], [1199, 1292], [1198, 1293], [1198, 1293], [1197, 1294], [1197, 1295], [1196, 1295], [1196, 1296], [1196, 1297], [1197, 1298], [1197, 1298], [1198, 1299], [1198, 1299], [1199, 1300], [1200, 1300], [1200, 1300], [1201, 1300], [1202, 1300], [1203, 1299], [1203, 1299], [1204, 1298], [1204, 1298], [1204, 1297], [1204, 1296]]]",04/16/2026 15:55,via
152,GND.png,"[[[1241, 1232], [1241, 1231], [1240, 1230], [1240, 1230], [1240, 1229], [1239, 1229], [1238, 1228], [1238, 1228], [1237, 1228], [1236, 1228], [1235, 1228], [1235, 1229], [1234, 1229], [1233, 1230], [1233, 1230], [1233, 1231], [1233, 1232], [1233, 1233], [1233, 1233], [1233, 1234], [1234, 1235], [1235, 1235], [1235, 1236], [1236, 1236], [1237, 1236], [1238, 1236], [1238, 1236], [1239, 1235], [1240, 1235], [1240, 1234], [1240, 1233], [1241, 1233], [1241, 1232]]]",04/16/2026 15:55,via
153,GND.png,"[[[1372, 1806], [1372, 1805], [1372, 1805], [1372, 1804], [1371, 1804], [1371, 1804], [1370, 1803], [1370, 1803], [1369, 1803], [1369, 1803], [1368, 1803], [1368, 1804], [1368, 1804], [1367, 1804], [1367, 1805], [1367, 1805], [1367, 1806], [1367, 1806], [1367, 1807], [1367, 1807], [1368, 1808], [1368, 1808], [1368, 1808], [1369, 1808], [1369, 1808], [1370, 1808], [1370, 1808], [1371, 1808], [1371, 1808], [1372, 1807], [1372, 1807], [1372, 1806], [1372, 1806]]]",04/16/2026 15:55,via
154,GND.png,"[[[1380, 1514], [1380, 1514], [1380, 1513], [1380, 1512], [1379, 1512], [1379, 1511], [1378, 1511], [1377, 1511], [1377, 1511], [1376, 1511], [1375, 1511], [1374, 1511], [1374, 1512], [1373, 1512], [1373, 1513], [1373, 1514], [1373, 1514], [1373, 1515], [1373, 1516], [1373, 1516], [1374, 1517], [1374, 1518], [1375, 1518], [1376, 1518], [1377, 1518], [1377, 1518], [1378, 1518], [1379, 1518], [1379, 1517], [1380, 1516], [1380, 1516], [1380, 1515], [1380, 1514]]]",04/16/2026 15:55,via
155,GND.png,"[[[1437, 1513], [1437, 1512], [1437, 1512], [1436, 1511], [1436, 1510], [1435, 1510], [1435, 1509], [1434, 1509], [1433, 1509], [1432, 1509], [1432, 1509], [1431, 1510], [1430, 1510], [1430, 1511], [1430, 1512], [1429, 1512], [1429, 1513], [1429, 1514], [1430, 1514], [1430, 1515], [1430, 1516], [1431, 1516], [1432, 1517], [1432, 1517], [1433, 1517], [1434, 1517], [1435, 1517], [1435, 1516], [1436, 1516], [1436, 1515], [1437, 1514], [1437, 1514], [1437, 1513]]]",04/16/2026 15:55,via
156,GND.png,"[[[1497, 1516], [1497, 1515], [1496, 1514], [1496, 1513], [1496, 1513], [1495, 1512], [1494, 1512], [1494, 1512], [1493, 1512], [1492, 1512], [1491, 1512], [1491, 1512], [1490, 1513], [1490, 1513], [1489, 1514], [1489, 1515], [1489, 1516], [1489, 1516], [1489, 1517], [1490, 1518], [1490, 1518], [1491, 1519], [1491, 1519], [1492, 1519], [1493, 1519], [1494, 1519], [1494, 1519], [1495, 1519], [1496, 1518], [1496, 1518], [1496, 1517], [1497, 1516], [1497, 1516]]]",04/16/2026 15:55,via
157,GND.png,"[[[811, 966], [811, 966], [811, 965], [810, 964], [810, 964], [809, 963], [808, 963], [808, 962], [807, 962], [806, 962], [805, 963], [805, 963], [804, 964], [804, 964], [803, 965], [803, 966], [803, 966], [803, 967], [803, 968], [804, 969], [804, 969], [805, 970], [805, 970], [806, 970], [807, 970], [808, 970], [808, 970], [809, 970], [810, 969], [810, 969], [811, 968], [811, 967], [811, 966]]]",04/16/2026 15:55,via
158,GND.png,"[[[511, 731], [511, 730], [511, 730], [510, 729], [510, 728], [509, 728], [509, 728], [508, 727], [507, 727], [506, 727], [506, 728], [505, 728], [504, 728], [504, 729], [504, 730], [503, 730], [503, 731], [503, 732], [504, 733], [504, 733], [504, 734], [505, 735], [506, 735], [506, 735], [507, 735], [508, 735], [509, 735], [509, 735], [510, 734], [510, 733], [511, 733], [511, 732], [511, 731]]]",04/16/2026 15:55,via
159,GND.png,"[[[860, 912], [860, 911], [860, 910], [860, 910], [859, 909], [859, 909], [858, 908], [857, 908], [856, 908], [856, 908], [855, 908], [854, 909], [854, 909], [853, 910], [853, 910], [852, 911], [852, 912], [852, 913], [853, 913], [853, 914], [854, 915], [854, 915], [855, 916], [856, 916], [856, 916], [857, 916], [858, 916], [859, 915], [859, 915], [860, 914], [860, 913], [860, 913], [860, 912]]]",04/16/2026 15:55,via
160,GND.png,"[[[860, 885], [860, 885], [860, 884], [860, 883], [859, 883], [859, 882], [858, 882], [857, 882], [856, 881], [856, 882], [855, 882], [854, 882], [854, 883], [853, 883], [853, 884], [852, 885], [852, 885], [852, 886], [853, 887], [853, 888], [854, 888], [854, 889], [855, 889], [856, 889], [856, 889], [857, 889], [858, 889], [859, 889], [859, 888], [860, 888], [860, 887], [860, 886], [860, 885]]]",04/16/2026 15:55,via
161,GND.png,"[[[588, 685], [588, 684], [588, 683], [587, 682], [587, 682], [586, 681], [585, 681], [585, 681], [584, 681], [583, 681], [582, 681], [582, 681], [581, 682], [581, 682], [580, 683], [580, 684], [580, 685], [580, 685], [580, 686], [581, 687], [581, 687], [582, 688], [582, 688], [583, 689], [584, 689], [585, 689], [585, 688], [586, 688], [587, 687], [587, 687], [588, 686], [588, 685], [588, 685]]]",04/16/2026 15:55,via
162,GND.png,"[[[583, 600], [583, 600], [582, 599], [582, 598], [582, 598], [581, 597], [580, 597], [579, 597], [579, 596], [578, 597], [577, 597], [577, 597], [576, 598], [575, 598], [575, 599], [575, 600], [575, 600], [575, 601], [575, 602], [575, 603], [576, 603], [577, 604], [577, 604], [578, 604], [579, 604], [579, 604], [580, 604], [581, 604], [582, 603], [582, 603], [582, 602], [583, 601], [583, 600]]]",04/16/2026 15:55,via
